age,age-ch,education-num,education-ch,capital-gain,capital-gain-ch,capital-loss,capital-loss-ch,hours-per-week,hpwch
20,1,9,1,0,0,0,1,40,1
30,1,4,0,0,1,0,0,40,1
37,0,11,0,8614,1,0,1,40,0
34,0,9,0,0,1,0,1,40,0
19,1,9,0,0,1,0,1,30,0
20,1,8,1,0,0,0,1,40,0
47,0,9,1,0,0,0,0,40,1
20,1,10,0,0,0,0,0,32,0
22,0,13,1,0,1,0,1,40,0
42,1,14,1,0,1,1977,0,40,1
60,0,10,1,0,0,0,0,40,0
32,1,9,0,0,0,0,1,40,1
46,1,9,1,0,1,0,0,40,0
66,0,9,0,0,1,0,1,40,0
37,1,13,0,0,1,0,0,30,1
34,1,10,1,0,1,0,1,44,0
45,1,13,1,0,1,0,1,46,0
35,1,7,0,0,0,0,0,40,1
63,1,9,0,0,1,0,1,40,1
51,0,10,0,0,1,0,0,40,0
36,0,10,1,0,1,0,0,40,0
25,1,9,1,0,0,0,1,40,1
51,0,9,1,0,0,0,0,38,0
25,1,10,0,0,0,0,0,40,0
19,1,9,1,0,0,0,1,45,0
47,0,10,0,0,0,0,0,45,1
59,1,9,0,0,0,0,0,40,1
34,0,13,1,0,0,0,0,40,1
40,1,10,1,0,1,0,0,60,1
42,1,9,0,0,0,0,0,45,1
28,1,9,0,0,0,0,0,17,1
37,0,14,0,0,0,0,1,60,0
51,1,12,0,0,1,0,1,38,0
25,0,9,1,0,0,0,0,36,1
31,1,9,0,0,0,0,1,40,0
37,0,9,1,0,1,0,1,44,0
42,0,12,0,0,1,0,1,45,1
29,1,13,1,0,0,0,0,40,1
35,1,10,1,0,0,0,1,50,1
51,0,13,0,0,0,0,0,47,1
22,1,10,0,0,1,0,1,36,1
49,1,10,1,0,1,1485,1,40,1
26,0,13,0,0,1,0,1,16,0
56,0,9,0,0,0,0,1,46,0
52,0,10,0,0,1,0,1,45,0
61,0,14,0,0,0,0,0,4,1
47,0,13,0,0,0,0,0,40,1
52,0,11,0,0,1,0,1,40,0
30,1,9,1,0,0,0,1,40,1
43,1,10,1,99999,1,0,1,55,0
35,0,10,0,0,0,0,1,40,1
17,1,8,0,0,0,0,0,40,0
42,0,9,0,0,1,1887,1,40,0
26,0,10,1,0,0,0,1,35,1
58,1,9,1,0,1,0,0,40,1
66,1,10,1,5556,1,0,1,40,1
30,0,9,1,0,1,0,0,60,1
46,0,10,1,0,1,0,1,40,1
45,1,10,0,0,0,1902,1,35,1
57,0,9,1,0,0,0,0,40,0
25,1,13,1,0,1,0,1,40,0
21,0,10,0,0,0,0,0,10,0
37,0,9,0,0,1,1669,0,55,0
45,0,14,1,0,1,0,0,30,0
61,0,16,0,0,1,0,1,5,0
39,0,9,0,0,0,0,1,40,1
42,0,9,0,0,0,0,0,53,0
20,0,9,0,0,1,0,0,40,1
23,1,9,1,0,1,0,0,16,0
25,0,13,0,0,1,0,0,40,0
47,1,3,0,0,0,0,1,40,1
24,1,9,0,0,1,0,1,45,1
20,1,10,0,0,0,0,1,15,1
35,0,9,1,0,0,0,0,70,0
44,1,9,1,0,1,0,1,38,0
47,1,10,0,0,0,0,1,50,1
28,0,7,1,0,0,0,1,40,0
41,0,14,0,0,0,0,0,60,0
31,0,9,0,0,1,0,1,40,0
27,1,14,0,0,1,0,0,25,0
47,1,11,0,5013,1,0,0,40,0
44,1,9,1,0,0,0,1,40,1
61,1,10,1,0,0,0,1,40,1
42,1,10,1,0,1,0,0,40,0
46,1,9,0,0,1,0,1,28,0
46,1,13,0,0,1,0,0,50,0
54,1,14,0,0,0,0,1,38,1
49,0,9,0,0,1,0,1,40,0
56,0,10,1,0,1,0,1,40,0
52,0,14,1,0,1,0,1,40,1
34,1,9,1,0,1,0,1,40,0
25,1,9,0,0,1,0,0,40,0
18,0,7,0,0,1,0,0,40,0
58,1,9,1,0,0,0,1,40,0
31,0,13,1,0,1,0,1,40,0
29,1,10,1,0,1,0,1,55,1
28,1,7,1,0,1,0,1,40,1
30,1,10,1,0,0,0,0,48,0
21,0,10,0,0,0,0,0,30,0
44,0,14,1,0,1,1887,1,35,0
75,0,6,0,0,1,0,0,70,1
66,0,7,0,0,0,0,1,40,0
26,1,10,1,0,0,0,0,40,1
33,1,13,1,0,1,0,1,50,0
57,1,14,0,15024,1,0,0,65,0
47,0,3,1,0,0,0,0,55,1
41,0,9,1,7298,1,0,1,40,0
21,0,10,1,0,0,0,1,37,0
17,1,7,1,0,0,0,0,17,1
61,0,13,0,0,1,0,1,55,1
47,0,9,0,0,1,0,1,8,0
22,1,10,0,0,0,0,1,15,0
47,1,9,1,0,1,0,1,40,0
45,1,13,0,0,0,0,1,40,0
32,1,11,1,0,1,0,0,50,0
59,1,6,1,0,1,0,0,30,0
38,0,9,1,0,0,0,1,50,1
33,0,9,1,0,1,0,0,40,0
41,0,9,1,0,1,0,1,40,1
51,1,5,0,0,1,0,0,40,0
42,1,9,0,0,1,0,0,48,1
27,0,13,0,0,0,0,0,40,0
60,0,10,0,0,0,0,0,45,0
64,1,9,0,0,1,0,1,35,0
37,1,12,1,0,1,0,1,40,1
54,1,13,1,0,0,0,0,45,1
36,0,12,1,0,1,0,1,50,1
34,1,13,1,0,0,0,0,40,1
41,0,14,1,0,0,0,1,5,0
35,1,4,1,0,0,0,1,75,0
63,1,14,1,0,0,0,1,68,0
46,0,9,0,0,1,0,0,40,0
47,1,14,0,0,1,0,0,40,0
24,0,13,0,0,0,0,1,65,0
29,0,10,0,0,1,0,1,30,0
74,1,10,1,0,0,0,1,18,0
50,1,7,1,0,0,0,0,70,1
22,1,10,0,0,1,0,0,40,1
48,1,8,0,0,1,0,0,40,0
30,1,5,0,0,0,0,0,40,0
32,1,13,1,0,0,0,1,40,1
39,1,9,1,0,0,0,1,40,1
49,0,10,1,0,0,0,0,40,1
25,1,13,1,0,1,0,1,40,0
50,1,13,1,0,1,0,0,40,0
44,1,9,1,0,0,0,1,40,0
65,1,11,1,6767,1,0,1,60,0
28,1,12,1,0,0,0,0,60,0
55,1,13,0,0,0,0,0,40,0
49,1,13,1,0,0,0,1,50,0
31,0,9,1,0,0,0,0,12,1
47,0,9,1,0,1,0,1,40,0
45,0,9,0,0,0,0,1,40,0
35,0,9,0,0,0,0,1,40,1
34,0,13,0,0,1,0,1,60,0
49,0,9,1,0,0,0,0,40,1
39,1,10,0,0,0,0,1,35,1
27,1,9,0,0,1,0,1,42,1
42,1,9,1,0,1,0,1,40,0
60,1,3,0,0,1,0,0,30,0
64,0,9,1,1055,1,0,0,40,0
33,0,10,1,0,0,0,1,48,1
23,1,10,0,0,0,0,0,40,1
45,0,14,0,0,1,0,0,50,1
34,0,9,1,0,0,0,0,40,1
53,1,9,1,0,1,0,0,37,0
22,1,6,1,0,1,0,0,30,0
57,1,9,1,0,0,0,0,35,0
20,1,10,1,0,1,0,1,8,0
23,0,4,1,0,1,0,1,40,1
31,1,7,0,0,0,0,1,40,0
23,1,13,1,0,1,0,1,22,0
30,0,9,0,0,1,0,0,40,1
32,0,13,0,0,0,0,0,50,1
42,0,12,1,0,0,0,0,40,0
51,1,4,1,0,0,0,1,40,1
59,1,13,1,15024,1,0,0,40,1
36,1,13,0,0,1,0,0,40,1
45,1,9,0,0,1,0,0,40,0
35,0,11,0,0,1,0,1,50,1
33,0,4,1,0,0,0,0,40,0
43,0,11,1,0,0,0,1,40,0
60,1,9,1,0,1,0,1,40,1
37,1,13,0,0,1,0,1,55,0
35,0,10,1,0,1,0,1,40,0
36,1,10,0,0,1,0,1,52,1
38,0,15,0,0,1,1977,0,50,1
54,1,4,1,0,1,0,0,40,1
51,1,11,1,0,1,0,0,40,1
45,1,12,1,0,0,0,1,45,1
63,1,10,0,0,0,0,0,40,1
51,1,10,1,0,1,0,0,40,0
58,0,14,1,0,1,0,0,18,1
64,0,9,1,0,0,0,0,40,0
20,0,10,1,0,0,0,0,40,0
44,0,13,1,0,1,0,1,40,0
39,1,13,1,0,0,0,1,48,1
45,0,10,0,0,0,0,1,40,1
44,1,16,1,0,1,0,0,55,0
22,0,10,0,0,1,0,1,40,1
63,1,9,0,0,0,0,0,40,0
26,0,11,1,0,0,0,0,40,0
42,0,13,1,0,0,0,1,45,1
20,0,9,1,0,1,0,0,25,0
29,0,14,1,7298,0,0,0,40,1
38,1,13,0,0,1,1741,1,40,1
25,0,9,0,0,0,0,1,40,0
27,0,13,0,0,0,0,0,50,0
46,1,11,1,0,1,0,0,40,0
31,0,10,0,0,1,0,1,60,1
24,0,11,1,0,1,0,1,35,0
43,0,10,0,0,0,0,0,50,1
23,1,8,1,0,1,0,0,21,1
32,0,9,0,0,0,0,0,37,1
44,1,9,1,0,0,0,1,40,1
40,0,13,0,0,0,0,0,40,1
38,0,9,1,0,0,0,0,40,0
23,0,11,0,0,1,0,1,40,0
19,1,10,1,0,1,1602,1,10,0
41,0,10,0,0,1,0,1,40,0
48,1,9,0,0,1,0,1,40,1
23,1,10,0,0,0,1902,0,40,1
47,1,12,1,0,1,0,0,35,0
42,1,9,1,0,0,0,1,40,1
17,1,6,0,0,1,0,1,10,0
29,1,15,1,0,0,0,0,70,0
21,0,10,1,0,0,0,0,20,1
18,1,7,0,0,1,0,1,27,0
31,1,9,1,0,0,0,1,40,1
27,1,13,0,0,0,0,0,40,1
29,1,16,0,0,1,0,0,40,0
23,0,13,0,0,0,0,0,45,0
41,1,14,0,0,0,0,1,55,1
46,0,13,1,0,0,0,1,35,1
34,1,10,1,0,0,0,1,25,0
42,1,9,1,0,1,0,1,24,0
18,1,9,0,0,1,1719,1,15,0
46,0,9,0,0,0,0,0,37,1
18,1,7,0,0,0,0,0,15,1
52,0,10,1,0,0,0,0,40,1
56,1,9,1,0,0,0,0,40,1
21,0,11,1,0,0,0,1,40,0
22,0,9,0,0,1,0,0,20,0
31,1,13,1,0,1,0,1,45,1
41,1,9,0,0,0,0,1,60,0
25,1,10,0,0,0,0,0,40,1
43,1,13,0,0,1,0,0,60,0
45,0,9,0,0,0,0,0,40,1
26,1,10,1,0,1,0,1,60,1
90,1,10,1,0,1,0,1,35,0
45,0,13,1,0,1,1902,0,40,1
30,1,13,0,0,1,0,1,40,0
42,0,10,1,0,0,0,1,40,1
20,1,10,1,0,1,0,0,35,0
53,1,13,0,7688,0,0,1,40,0
64,0,9,1,0,1,0,1,38,1
56,0,4,0,0,0,0,1,20,0
42,0,10,1,0,1,0,1,40,1
26,0,13,0,0,1,0,1,40,0
31,1,12,0,0,0,0,0,40,1
40,1,13,1,0,1,0,0,40,1
58,1,10,1,0,1,0,0,40,1
41,0,13,1,0,1,0,1,40,1
58,1,9,0,0,0,0,1,47,1
62,0,14,0,0,0,0,1,60,0
65,1,13,1,99999,0,0,0,60,1
40,0,10,1,0,0,0,1,40,0
45,1,10,0,0,1,0,1,40,0
22,0,9,0,0,1,0,1,55,1
23,0,10,1,0,0,0,0,20,1
63,0,14,1,0,0,0,1,50,1
39,0,13,1,0,0,1887,1,50,1
37,1,10,1,0,1,0,1,40,1
25,0,13,1,0,1,0,1,40,0
56,1,7,1,0,1,0,1,50,0
32,0,10,1,0,0,0,1,50,1
53,1,10,0,0,0,1887,0,40,1
32,0,11,0,0,1,0,0,40,1
23,1,7,0,7688,1,0,0,60,0
35,1,7,0,0,1,0,0,90,0
51,0,10,0,0,1,1887,0,65,0
19,0,10,1,0,1,0,1,20,1
41,1,7,1,0,0,0,0,40,0
22,0,6,0,0,1,0,1,25,0
23,1,9,1,0,0,0,1,40,1
36,0,14,1,0,1,0,0,40,1
27,1,10,1,0,0,0,1,25,1
45,0,11,1,0,0,0,0,40,0
23,0,9,1,0,0,0,1,25,0
21,0,7,1,0,0,0,0,40,1
44,0,14,0,15024,1,0,0,40,1
29,0,13,1,0,1,0,0,40,1
36,0,11,0,0,0,0,1,60,0
18,0,5,0,594,0,0,0,40,0
62,1,8,1,0,1,0,0,40,0
25,1,10,0,0,0,0,0,40,1
34,0,12,0,0,1,0,0,45,1
31,0,13,1,14344,1,0,0,50,1
37,1,13,0,15024,1,0,0,40,0
33,0,13,0,0,1,0,1,40,0
22,0,10,1,0,1,0,0,30,0
28,1,12,0,0,0,0,0,30,1
22,1,10,0,0,0,0,1,25,1
47,0,9,1,0,0,0,1,40,1
67,1,7,1,0,1,419,1,3,0
20,0,6,1,0,1,0,0,40,1
34,0,13,0,0,0,0,1,70,1
26,1,15,0,99999,1,0,0,60,1
36,1,10,1,7298,0,0,0,44,0
28,1,9,0,0,0,0,0,40,1
22,0,9,0,0,1,0,1,40,0
47,1,10,0,0,1,0,1,35,0
33,1,11,1,0,1,0,1,45,0
34,0,14,1,4787,0,0,1,40,0
25,1,9,1,0,0,0,1,40,0
37,0,5,0,3781,0,0,1,50,0
36,0,9,1,0,1,0,1,40,1
61,1,13,1,0,1,0,0,30,1
74,1,5,1,3471,1,0,0,40,1
57,1,10,0,0,0,0,0,40,0
55,1,16,1,0,0,0,0,40,0
20,1,9,1,0,0,0,0,40,0
43,1,9,0,0,1,0,1,44,1
54,0,9,0,0,0,0,1,40,1
25,1,10,1,0,0,0,1,40,0
42,1,10,0,0,1,1408,1,40,0
23,0,10,1,0,0,0,1,35,0
17,0,7,0,0,1,0,0,10,0
39,0,9,1,0,0,1590,0,40,1
63,1,4,1,0,1,0,0,40,0
19,1,10,1,0,0,0,0,30,1
56,0,13,1,15024,1,0,0,50,1
33,1,13,1,0,1,0,1,45,0
37,0,13,0,0,0,0,0,50,1
27,1,4,1,0,1,0,0,45,0
36,1,13,1,0,0,0,0,40,0
30,1,9,1,0,1,0,0,65,1
22,0,13,0,0,0,0,0,55,1
35,0,10,0,0,1,1579,1,40,0
20,1,9,1,0,0,0,1,45,0
18,0,10,0,0,1,0,0,40,0
25,0,8,0,0,1,1741,0,40,0
53,0,14,0,0,0,1564,1,54,0
21,1,10,0,0,1,0,0,40,0
19,1,9,0,0,1,0,1,35,0
34,0,9,0,0,0,0,0,30,1
32,0,10,0,0,0,0,1,40,0
20,0,10,0,0,0,0,0,40,0
70,1,4,1,0,0,0,1,25,0
57,1,13,0,0,0,0,1,40,0
54,0,10,0,3137,0,0,1,50,0
34,0,11,1,0,1,0,0,40,0
48,0,10,1,0,1,0,1,40,1
42,0,7,1,0,1,0,1,40,1
45,1,9,1,3325,0,0,0,40,1
27,1,10,1,0,1,0,1,40,1
51,0,6,0,0,0,0,1,40,0
36,0,10,0,0,0,0,0,65,1
33,1,10,1,0,0,0,0,40,0
50,0,10,1,0,1,0,0,40,1
44,0,13,1,0,0,2547,1,50,0
39,1,14,1,0,1,0,1,40,1
55,1,5,1,0,0,0,0,25,0
24,1,10,0,0,1,0,0,40,0
35,1,9,1,0,1,0,1,40,1
32,0,8,1,0,1,0,0,40,1
66,1,13,1,0,1,2174,0,40,0
68,1,9,0,0,0,2206,0,30,0
29,1,7,1,0,0,0,0,60,1
24,1,13,1,0,1,0,1,40,0
61,1,5,1,0,0,0,1,40,1
34,0,9,0,0,0,0,1,44,1
55,1,15,0,0,0,2415,0,35,0
20,0,10,1,0,0,0,1,36,0
41,0,9,1,0,1,0,1,40,0
36,0,9,1,0,1,0,0,84,0
60,0,9,0,7298,1,0,0,40,0
61,1,9,0,0,0,0,1,52,1
35,0,15,1,0,0,0,0,35,0
42,0,13,0,0,0,0,0,50,0
26,1,13,1,0,0,0,1,40,1
44,1,10,1,0,1,0,0,40,1
31,1,14,0,0,1,0,1,25,1
39,0,9,0,0,1,0,1,40,0
20,1,10,0,0,0,0,0,24,0
32,1,10,0,0,0,0,1,40,0
32,1,9,0,0,0,0,1,40,1
61,1,5,0,0,1,0,1,20,1
54,0,10,0,0,0,0,0,40,1
23,0,12,0,0,1,0,0,40,1
19,0,9,1,0,0,0,1,3,1
31,0,10,0,0,0,0,1,40,0
35,1,3,0,0,0,0,1,40,0
29,0,9,1,0,0,0,1,25,1
29,1,9,0,0,1,0,1,40,0
25,0,6,1,0,0,0,0,25,0
46,0,13,0,0,1,0,0,40,1
35,1,11,1,0,1,0,1,30,1
20,1,6,1,0,1,0,1,40,0
24,0,9,0,0,1,0,0,40,1
48,1,9,0,0,0,0,1,37,1
37,0,9,1,0,0,0,0,40,0
60,0,9,1,0,1,0,0,40,0
39,0,9,0,0,0,0,1,40,1
29,1,10,1,0,1,0,0,38,0
31,1,11,1,0,0,0,1,20,0
38,0,11,0,4386,1,0,0,40,1
26,0,12,0,0,1,0,1,40,1
64,1,13,1,15024,1,0,1,40,1
46,1,11,1,0,1,0,1,40,1
69,1,9,1,0,0,0,1,8,1
39,0,9,0,3103,0,0,1,44,1
48,0,9,0,0,1,0,1,55,1
46,1,9,0,0,1,0,0,40,0
42,0,13,1,0,0,1590,1,40,0
39,1,9,1,0,1,0,0,54,0
50,0,14,1,0,0,0,1,40,1
24,1,13,1,0,1,0,0,40,0
30,0,11,0,0,0,0,0,40,0
39,0,13,0,0,0,2415,0,60,1
29,1,9,0,0,1,0,1,40,1
23,0,7,0,0,1,0,0,38,1
21,0,11,0,0,1,0,1,40,1
32,0,6,1,0,0,0,0,40,0
69,1,13,1,3818,0,0,1,30,0
55,1,9,0,0,1,0,0,40,0
41,0,10,1,0,0,0,0,50,1
44,1,13,1,7688,0,0,0,52,0
18,1,7,0,0,0,0,0,40,0
74,1,13,1,0,0,0,1,10,0
40,1,16,1,0,0,0,0,40,0
27,1,9,1,0,1,0,0,40,1
75,1,5,1,1409,0,0,1,5,1
55,0,9,0,0,0,0,1,40,1
52,1,4,1,0,0,0,1,40,0
54,1,10,1,0,1,0,1,48,1
36,1,9,0,0,1,0,0,48,1
76,1,10,0,0,1,0,1,8,0
26,1,9,1,0,0,0,0,40,0
18,1,7,1,0,1,0,0,20,0
38,0,9,0,0,1,0,1,50,0
50,0,13,1,7298,0,0,1,40,0
19,1,10,0,0,1,0,0,25,1
32,1,10,1,0,0,0,1,60,1
57,1,13,0,0,1,0,0,40,0
20,1,9,0,0,1,0,1,40,0
27,0,10,0,0,1,0,0,40,0
31,0,13,0,0,1,1980,0,60,0
60,1,3,0,0,0,0,0,40,0
52,1,9,0,0,1,0,0,50,0
61,1,4,1,0,1,0,1,40,1
57,0,9,0,0,0,0,0,55,0
19,0,10,1,0,1,0,0,40,1
59,0,15,0,0,0,0,1,25,1
34,0,9,1,0,1,0,1,45,0
31,0,12,1,0,1,0,0,50,1
42,1,9,1,0,0,0,1,35,0
70,0,10,0,0,1,0,0,6,0
47,1,13,0,0,1,0,1,40,0
47,0,9,1,3942,0,0,0,40,0
29,1,10,1,0,1,0,0,45,1
27,1,7,1,0,0,0,1,40,0
25,1,8,1,0,0,0,1,40,1
51,0,13,1,5178,0,0,1,60,1
28,1,9,0,0,1,0,0,40,0
35,0,13,1,0,0,0,0,40,1
36,1,10,1,0,0,0,1,60,1
54,0,14,1,0,0,0,0,40,1
46,1,11,1,0,1,0,0,40,0
52,1,11,1,0,0,0,1,35,0
65,0,4,1,0,1,0,0,40,0
43,0,11,0,0,0,0,1,40,0
41,1,9,1,0,1,0,1,40,0
34,1,13,1,0,0,1741,1,45,1
47,1,13,0,0,1,0,0,30,1
49,1,14,1,0,1,0,0,56,1
21,1,10,0,0,0,0,1,25,0
20,0,10,0,0,0,0,0,25,0
18,0,8,1,0,1,0,1,40,1
27,1,10,1,0,0,0,0,40,1
34,1,9,0,0,0,0,0,50,1
38,1,10,1,0,1,0,0,40,1
24,1,9,0,0,0,0,0,40,0
34,0,10,1,0,0,0,0,65,0
47,1,9,1,0,0,0,0,50,1
27,1,9,0,0,1,0,1,40,0
63,1,11,1,0,1,0,1,8,1
34,0,10,0,0,0,0,1,40,0
25,0,10,1,0,1,0,1,50,0
54,1,9,1,914,0,0,0,40,0
19,0,10,1,0,1,0,0,35,0
35,0,9,1,0,1,0,0,50,0
24,1,10,1,0,0,0,0,70,0
26,0,10,0,0,0,0,0,35,1
59,1,11,0,0,0,0,0,40,0
43,0,16,0,0,1,0,0,40,0
20,1,10,1,0,1,0,0,40,0
41,0,9,1,0,1,0,0,40,0
51,0,10,1,0,0,0,0,40,1
27,0,9,0,0,0,0,1,40,0
36,1,9,0,0,1,0,0,40,0
25,1,10,1,0,1,0,1,60,0
55,1,13,0,0,1,0,1,50,1
22,1,10,0,0,1,0,1,21,1
58,1,16,1,4064,0,0,1,40,0
43,0,10,0,4064,0,0,1,15,1
39,0,11,0,0,0,0,1,20,1
40,1,5,1,0,0,0,0,40,1
46,0,9,1,0,0,0,0,45,1
54,1,9,1,0,1,0,1,20,0
19,1,10,0,0,0,0,1,30,1
24,1,9,1,0,1,0,1,40,1
53,0,9,0,0,0,0,0,40,1
24,0,14,0,0,0,0,0,13,0
29,0,9,0,0,0,0,1,65,1
56,0,10,0,7688,0,0,0,50,0
54,1,9,1,0,1,0,1,40,0
21,1,10,1,0,0,0,0,30,0
34,1,5,1,0,0,0,1,40,0
56,0,7,1,0,0,0,0,40,1
34,1,13,0,7688,0,0,1,50,0
19,0,6,1,0,1,0,0,40,1
32,1,9,0,0,0,0,0,65,1
48,0,9,0,0,1,0,0,52,1
67,1,14,0,0,1,0,1,40,1
47,0,9,0,0,1,0,0,25,0
52,1,9,1,0,0,0,1,60,0
40,1,2,0,0,1,0,0,40,0
28,1,6,1,0,1,0,1,50,0
41,1,13,1,7298,0,0,1,50,0
57,1,2,0,0,0,0,1,40,0
51,1,9,0,0,0,0,0,40,0
26,0,7,0,0,0,0,0,35,1
36,0,13,1,0,1,0,1,45,1
33,1,10,0,0,0,0,1,50,1
46,0,13,0,0,0,0,1,45,0
50,1,9,1,0,1,0,0,40,0
33,1,10,0,0,1,0,0,40,0
77,1,9,0,401,1,0,1,20,1
39,1,14,0,8614,0,0,0,52,1
67,1,9,1,0,1,0,0,3,0
35,1,12,0,0,0,0,0,24,1
23,1,6,1,0,0,0,1,40,1
37,0,11,1,8614,0,0,1,45,0
41,0,9,0,0,1,0,0,50,0
60,1,12,1,0,0,0,0,35,0
32,0,13,0,0,1,0,0,55,1
56,0,9,1,0,0,0,1,40,1
45,1,11,1,0,1,0,1,40,0
24,1,9,0,0,0,0,0,45,1
18,1,6,1,0,1,0,0,27,0
31,0,9,0,0,0,0,0,40,1
21,0,10,0,0,0,0,0,50,0
45,0,13,1,0,0,1977,0,55,0
23,0,10,0,0,0,0,1,40,0
45,0,10,1,0,0,0,1,40,0
18,0,7,1,0,1,0,1,25,1
25,1,9,1,0,1,0,1,30,0
31,0,9,1,0,0,0,0,40,1
19,1,9,1,0,0,0,0,45,0
41,0,13,0,0,1,0,0,40,1
74,1,15,0,0,0,0,1,20,1
27,1,3,1,0,1,0,1,40,1
23,1,9,0,0,1,0,1,40,1
31,1,11,1,0,1,0,0,40,0
40,1,9,0,0,0,0,0,40,0
41,0,9,1,0,1,0,1,40,0
25,1,14,0,0,0,0,1,20,1
42,1,9,0,0,1,0,1,60,1
24,0,13,1,0,0,0,0,40,1
42,1,12,0,0,1,0,1,50,1
45,1,6,1,0,0,0,0,70,1
52,1,9,0,7298,0,0,0,40,0
34,1,11,0,0,1,0,0,40,0
32,0,9,1,0,1,0,1,60,1
54,1,9,0,0,0,0,0,45,0
42,1,7,1,0,0,1340,0,40,0
32,0,13,0,15024,0,0,1,40,1
40,1,10,1,0,1,0,1,20,1
55,1,13,0,0,0,0,1,60,0
66,0,7,0,0,0,0,0,30,0
52,1,14,1,0,0,0,0,40,1
21,1,10,1,0,0,0,0,15,1
33,0,13,0,0,0,0,1,40,0
52,1,11,1,0,0,0,0,50,1
28,1,3,1,0,0,0,0,40,0
27,1,7,0,0,0,0,0,40,0
42,0,13,1,0,1,0,1,50,1
27,0,10,1,0,0,0,1,45,1
47,0,11,1,7688,0,0,0,40,0
19,0,9,1,0,1,0,1,40,0
46,0,10,1,0,1,0,1,40,1
55,1,9,1,0,1,0,1,25,0
50,0,4,0,0,1,0,1,49,1
32,0,10,1,4101,0,0,0,50,0
28,1,9,1,0,1,0,1,40,1
23,1,9,1,0,0,0,1,40,0
43,1,14,0,0,1,0,1,50,0
34,1,13,1,0,0,0,1,40,1
19,0,10,1,0,1,0,0,40,1
37,0,10,1,0,1,0,1,55,1
27,0,13,1,0,0,0,1,40,1
18,0,9,0,0,1,0,1,24,0
31,1,10,0,0,1,0,1,40,0
49,1,9,0,0,1,0,1,50,1
26,1,15,1,0,1,0,1,60,1
48,0,9,0,0,0,0,1,45,1
39,0,9,1,0,1,0,1,40,0
41,1,9,0,0,1,0,1,40,0
48,1,11,0,0,1,0,1,56,1
40,1,13,1,10520,1,0,1,40,0
70,1,13,0,0,1,0,1,70,1
20,0,9,0,0,0,0,0,43,0
38,0,3,0,0,1,0,1,75,1
37,1,10,1,0,0,0,1,40,1
49,0,10,1,0,1,0,1,40,0
51,0,9,0,3103,0,0,1,40,0
43,0,2,1,0,1,0,0,40,0
38,1,15,1,0,0,0,0,50,0
18,1,7,1,0,1,0,0,36,0
23,1,4,1,0,1,0,1,25,1
34,0,9,0,0,1,0,1,40,1
62,0,10,1,0,1,0,1,24,1
33,0,10,1,0,1,0,1,40,1
31,0,10,0,0,0,0,0,45,0
64,1,10,1,0,0,0,1,40,0
26,0,13,1,0,0,0,1,28,1
55,1,10,0,0,1,0,1,40,0
61,0,13,1,0,0,0,1,40,0
37,1,9,0,0,1,0,1,40,0
78,0,13,0,0,0,0,0,15,0
27,0,10,1,0,0,0,0,40,1
49,1,9,0,0,0,0,0,42,0
55,1,14,0,7688,1,0,1,45,1
42,0,13,0,0,1,0,0,58,1
22,0,9,0,0,1,0,1,40,0
61,1,5,1,0,0,0,0,40,1
64,1,13,0,0,0,0,1,5,0
46,0,9,0,0,1,0,0,40,0
24,0,13,0,0,1,0,1,40,1
27,1,10,0,2829,1,0,1,70,0
47,1,9,0,7688,1,0,1,55,1
18,1,10,0,0,0,0,0,15,1
48,0,9,1,0,1,0,0,50,0
50,0,9,0,0,0,0,1,40,0
40,1,14,1,0,1,0,1,45,1
56,0,6,0,0,0,0,1,40,0
34,0,9,0,4865,0,0,1,40,1
56,1,13,1,0,0,0,0,40,1
18,0,7,1,0,0,0,1,20,0
21,0,10,0,0,1,0,0,25,0
40,0,9,0,0,0,0,0,40,1
27,0,9,0,0,0,0,0,50,1
52,1,15,0,99999,0,0,0,45,1
46,0,9,1,0,0,0,1,30,0
23,1,9,1,0,0,0,0,40,0
50,0,10,1,0,1,0,0,45,1
19,1,10,0,0,0,0,1,50,0
20,0,9,0,0,0,0,0,40,0
39,0,10,0,8614,1,0,1,40,0
24,1,7,1,0,1,0,1,35,0
72,0,11,1,0,0,0,0,40,0
42,0,14,1,0,1,0,0,20,0
42,0,13,1,0,0,0,1,45,1
51,0,13,0,0,1,0,0,50,1
39,1,9,0,0,0,0,0,50,0
40,0,10,1,2977,1,0,0,35,0
34,1,10,0,0,0,0,0,55,1
19,1,7,1,0,0,0,1,40,1
26,1,9,1,0,1,0,0,40,0
45,0,13,0,4934,0,0,1,50,0
28,0,14,0,0,0,0,1,40,0
30,1,13,1,0,1,0,0,40,0
32,0,9,0,0,1,0,0,40,1
19,1,10,0,0,1,0,1,25,1
21,0,9,0,0,1,0,0,35,1
54,0,9,1,0,1,0,1,20,0
62,1,15,1,0,0,0,0,30,0
25,1,10,1,2597,0,0,0,48,0
49,0,10,0,0,1,0,1,32,0
32,1,9,1,0,1,0,0,40,0
26,0,10,0,0,1,1602,1,40,1
37,0,9,0,0,0,0,0,40,1
58,1,9,1,0,0,0,1,40,0
37,0,10,1,7298,1,0,1,45,1
41,0,9,0,0,0,0,1,40,1
38,1,13,0,7688,0,0,1,40,1
47,1,9,1,0,1,0,1,40,0
42,0,9,1,0,1,0,1,35,0
30,0,9,0,0,0,1902,0,40,0
43,0,10,0,7688,1,0,1,40,1
34,1,9,0,0,0,0,0,40,0
